,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
29105,27, Private,97165, Some-college,10, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
5042,44, State-gov,144125, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
17657,43, State-gov,438427, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23228,45, Private,184581, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28730,25, Private,149875, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
87,30, Private,54334, 9th,5, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
1434,58, Self-emp-inc,183870, 10th,6, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
29329,37, Private,212437, Some-college,10, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,48, United-States, <=50K
22151,30, Private,39054, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
19884,46, Private,185847, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
27599,39, Private,108140, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25951,48, Self-emp-not-inc,115971, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
4886,33, Federal-gov,159548, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
24607,30, Private,398662, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
31252,43, ?,214541, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,35, United-States, <=50K
8251,30, Private,76107, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, >50K
15210,36, Private,33983, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, >50K
16239,37, Private,183345, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
1354,61, Self-emp-not-inc,30073, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1848,60, United-States, >50K
2067,37, Private,86150, Bachelors,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,30, United-States, >50K
13945,25, Private,396633, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,56, United-States, >50K
23238,24, Private,89347, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
31375,57, Private,116878, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Italy, <=50K
6837,36, Private,32958, Some-college,10, Separated, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
29017,42, Private,156526, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,33, United-States, <=50K
20514,28, Self-emp-not-inc,212318, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,55, United-States, <=50K
27100,35, Federal-gov,182898, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
26430,68, Private,194746, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Cuba, <=50K
15041,30, Private,205407, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
10819,39, ?,201105, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,30, United-States, <=50K
7703,56, Private,392160, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,0,25, Mexico, <=50K
15121,57, Self-emp-not-inc,177271, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
22624,25, Private,404951, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,38, United-States, <=50K
29197,59, Private,314149, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,1740,50, United-States, <=50K
15267,24, State-gov,413345, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50K
13232,40, Federal-gov,280167, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
2379,23, ?,148751, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,35, United-States, <=50K
16516,31, Private,198069, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
3357,41, Private,314322, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
9025,38, Private,312771, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
6661,21, Private,434102, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
7567,26, Private,28856, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
8272,48, Private,273828, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
27697,50, ?,222381, Some-college,10, Divorced, ?, Unmarried, White, Male,0,0,40, United-States, <=50K
14510,50, Self-emp-not-inc,204402, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, United-States, >50K
3592,61, Self-emp-not-inc,32423, HS-grad,9, Married-civ-spouse, Farming-fishing, Wife, White, Female,22040,0,40, United-States, <=50K
14511,50, Private,192203, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
2196,25, Private,192149, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
3618,31, Private,119422, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
17381,27, Private,292472, Some-college,10, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1876,45, Cambodia, <=50K
26432,20, Private,447488, 9th,5, Never-married, Other-service, Unmarried, White, Male,0,0,30, Mexico, <=50K
22967,47, Federal-gov,96854, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
16168,58, Private,267663, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
23376,50, Private,257126, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24110,22, Private,236907, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
30148,50, Private,135465, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
6290,50, Private,95469, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,45, United-States, >50K
22241,38, Private,183800, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24059,63, Self-emp-inc,96930, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
29752,45, Self-emp-not-inc,123681, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
27042,45, Local-gov,257855, 11th,7, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, United-States, <=50K
9851,53, Private,145409, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
4183,22, Private,244366, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
29974,45, Self-emp-not-inc,149218, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,77, United-States, <=50K
16924,41, Private,244945, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
7659,64, Private,239450, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29020,28, Private,25684, HS-grad,9, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
26056,39, Self-emp-not-inc,122353, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26487,31, Self-emp-not-inc,162442, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
22499,45, Private,197731, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28198,25, Private,231714, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31751,37, Private,140673, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
31124,56, Private,200235, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
19075,62, State-gov,39630, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27410,43, Private,75993, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States, >50K
18379,34, Private,90705, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,1485,40, United-States, <=50K
20302,24, Private,285457, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18530,32, Federal-gov,82393, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,56, United-States, >50K
15584,50, Federal-gov,299831, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,880,40, United-States, <=50K
22236,62, Private,153148, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,84, United-States, <=50K
21851,31, Self-emp-not-inc,36592, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,91, United-States, <=50K
18575,23, Private,166527, Some-college,10, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, United-States, <=50K
13628,40, Private,193537, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
23874,19, Private,316797, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,45, Mexico, <=50K
6138,30, Private,108023, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18817,25, Private,52536, Assoc-acdm,12, Divorced, Tech-support, Own-child, White, Female,0,1594,25, United-States, <=50K
24093,45, Private,107682, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31601,25, Private,421467, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,26, United-States, <=50K
27520,47, Private,110669, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
6690,28, Private,61487, HS-grad,9, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
1143,56, Self-emp-not-inc,200235, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
9715,62, Private,173601, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24539,34, Private,62124, HS-grad,9, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31747,43, Private,341358, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
18080,31, Private,192900, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18348,24, Private,450695, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
6395,20, Private,117767, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
27765,30, Private,193298, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
20730,32, Private,317378, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,10520,0,40, United-States, >50K
29820,32, Private,42617, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
27526,34, Private,173495, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
1069,22, Local-gov,34029, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
11581,51, Private,143822, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
627,33, Private,205469, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
13111,60, Private,198170, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
11004,28, State-gov,38309, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,6849,0,40, United-States, <=50K
25162,79, ?,76641, Masters,14, Married-civ-spouse, ?, Husband, White, Male,20051,0,40, Poland, >50K
3416,19, Private,25429, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
2649,23, Private,334357, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
7024,21, Private,255685, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
12647,38, Private,223433, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
15075,20, Private,184678, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K
10912,40, Private,191982, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
29380,66, Private,178120, 5th-6th,3, Divorced, Priv-house-serv, Not-in-family, Black, Female,0,0,15, United-States, <=50K
18214,53, State-gov,151580, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,40, United-States, >50K
25282,56, Private,143266, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
13790,52, Self-emp-not-inc,217210, HS-grad,9, Widowed, Other-service, Other-relative, Black, Female,0,0,40, United-States, <=50K
10664,24, Private,194654, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
11141,36, Self-emp-not-inc,344351, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
26051,19, Private,306225, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
20830,37, Private,359131, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,48, United-States, <=50K
22416,42, Self-emp-inc,23813, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,2885,0,30, United-States, <=50K
5517,39, Local-gov,139364, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
8510,48, Self-emp-not-inc,51620, Bachelors,13, Separated, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
19025,21, Private,251603, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22631,35, Private,165930, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17759,37, Self-emp-not-inc,180150, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
25354,46, Federal-gov,199925, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
13770,20, Private,198148, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
12052,36, Private,182074, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
